SECS,FLUOR,NORM_FLUOR,SOURCE
0.000934004,1745,0.565531247,INDUCTION-4188-20201116-10_53_39
0.000938058,1734,0.560001609,INDUCTION-4188-20201116-10_53_39
0.000942111,1750,0.56804472,INDUCTION-4188-20201116-10_53_39
0.000946164,1781,0.583628247,INDUCTION-4188-20201116-10_53_39
0.000950217,1752,0.569050109,INDUCTION-4188-20201116-10_53_39
0.000954032,1715,0.550450414,INDUCTION-4188-20201116-10_53_39
0.000958085,1757,0.571563581,INDUCTION-4188-20201116-10_53_39
0.000962138,1757,0.571563581,INDUCTION-4188-20201116-10_53_39
0.000966191,1783,0.584633636,INDUCTION-4188-20201116-10_53_39
0.000970006,1720,0.552963886,INDUCTION-4188-20201116-10_53_39
0.000974059,1778,0.582120164,INDUCTION-4188-20201116-10_53_39
0.000978112,1773,0.579606692,INDUCTION-4188-20201116-10_53_39
0.000982169,1696,0.54089922,INDUCTION-4188-20201116-10_53_39
0.000986219,1760,0.573071664,INDUCTION-4188-20201116-10_53_39
0.000990029,1658,0.521796831,INDUCTION-4188-20201116-10_53_39
0.000994089,1696,0.54089922,INDUCTION-4188-20201116-10_53_39
0.000998139,1777,0.58161747,INDUCTION-4188-20201116-10_53_39
0.001038189,1755.1,0.570608461,INDUCTION-4188-20201116-10_53_39
0.001078009,1746.3,0.56618475,INDUCTION-4188-20201116-10_53_39
0.001118059,1774,0.580109386,INDUCTION-4188-20201116-10_53_39
0.001158119,1752.1,0.569100378,INDUCTION-4188-20201116-10_53_39
0.001198169,1765.7,0.575937022,INDUCTION-4188-20201116-10_53_39
0.001238229,1731.7,0.558845411,INDUCTION-4188-20201116-10_53_39
0.001278039,1697.8,0.54180407,INDUCTION-4188-20201116-10_53_39
0.001318099,1734.3,0.560152417,INDUCTION-4188-20201116-10_53_39
0.001358149,1751.2,0.568647953,INDUCTION-4188-20201116-10_53_39
0.001398209,1727.4,0.556683825,INDUCTION-4188-20201116-10_53_39
0.001438019,1735.8,0.560906459,INDUCTION-4188-20201116-10_53_39
0.001478079,1711,0.548439636,INDUCTION-4188-20201116-10_53_39
0.001518129,1723.2,0.554572509,INDUCTION-4188-20201116-10_53_39
0.001558189,1722.3,0.554120084,INDUCTION-4188-20201116-10_53_39
0.001597999,1718.5,0.552209845,INDUCTION-4188-20201116-10_53_39
0.001638059,1736.6,0.561308614,INDUCTION-4188-20201116-10_53_39
0.001678109,1725.6,0.555778975,INDUCTION-4188-20201116-10_53_39
0.001718159,1723.8,0.554874125,INDUCTION-4188-20201116-10_53_39
0.001758219,1706.8,0.54632832,INDUCTION-4188-20201116-10_53_39
0.001798029,1693,0.539391136,INDUCTION-4188-20201116-10_53_39
0.001838089,1690.8,0.538285209,INDUCTION-4188-20201116-10_53_39
0.001878139,1722.9,0.5544217,INDUCTION-4188-20201116-10_53_39
0.001918199,1693.5,0.539642484,INDUCTION-4188-20201116-10_53_39
0.001958009,1719.4,0.55266227,INDUCTION-4188-20201116-10_53_39
0.001998069,1710.9,0.548389367,INDUCTION-4188-20201116-10_53_39
0.002038119,1712.5,0.549193678,INDUCTION-4188-20201116-10_53_39
0.002078179,1714.2,0.550048259,INDUCTION-4188-20201116-10_53_39
0.002117989,1722.8,0.554371431,INDUCTION-4188-20201116-10_53_39
0.002158049,1711.4,0.548640714,INDUCTION-4188-20201116-10_53_39
0.002198099,1706.8,0.54632832,INDUCTION-4188-20201116-10_53_39
0.002238159,1681.9,0.533811228,INDUCTION-4188-20201116-10_53_39
0.002278209,1713.8,0.549847181,INDUCTION-4188-20201116-10_53_39
0.002318029,1718.4,0.552159575,INDUCTION-4188-20201116-10_53_39
0.002358079,1709,0.547434248,INDUCTION-4188-20201116-10_53_39
0.002398129,1726.6,0.55628167,INDUCTION-4188-20201116-10_53_39
0.002438189,1712.9,0.549394756,INDUCTION-4188-20201116-10_53_39
0.002477999,1735.3,0.560655111,INDUCTION-4188-20201116-10_53_39
0.002518059,1722.8,0.554371431,INDUCTION-4188-20201116-10_53_39
0.002558109,1707.9,0.546881284,INDUCTION-4188-20201116-10_53_39
0.002598169,1735.4,0.560705381,INDUCTION-4188-20201116-10_53_39
0.002638219,1710.4,0.54813802,INDUCTION-4188-20201116-10_53_39
0.002678039,1725.7,0.555829245,INDUCTION-4188-20201116-10_53_39
0.002718089,1731.1,0.558543795,INDUCTION-4188-20201116-10_53_39
0.002758149,1732.1,0.559046489,INDUCTION-4188-20201116-10_53_39
0.002798199,1724.9,0.555427089,INDUCTION-4188-20201116-10_53_39
0.002838019,1712.4,0.549143409,INDUCTION-4188-20201116-10_53_39
0.002878069,1721.4,0.553667659,INDUCTION-4188-20201116-10_53_39
0.002918119,1735.3,0.560655111,INDUCTION-4188-20201116-10_53_39
0.002958179,1759.7,0.572920856,INDUCTION-4188-20201116-10_53_39
0.002997999,1774.7,0.580461272,INDUCTION-4188-20201116-10_53_39
0.003038049,1707.4,0.546629936,INDUCTION-4188-20201116-10_53_39
0.003078099,1744.7,0.565380439,INDUCTION-4188-20201116-10_53_39
0.003118159,1760.7,0.57342355,INDUCTION-4188-20201116-10_53_39
0.003158209,1732.2,0.559096759,INDUCTION-4188-20201116-10_53_39
0.003198029,1776.8,0.581516931,INDUCTION-4188-20201116-10_53_39
0.003238079,1761.8,0.573976514,INDUCTION-4188-20201116-10_53_39
0.003278139,1772.5,0.579355345,INDUCTION-4188-20201116-10_53_39
0.003318189,1740.2,0.563118314,INDUCTION-4188-20201116-10_53_39
0.003358009,1775.4,0.580813159,INDUCTION-4188-20201116-10_53_39
0.003398059,1773.1,0.579656961,INDUCTION-4188-20201116-10_53_39
0.003438119,1773.3,0.5797575,INDUCTION-4188-20201116-10_53_39
0.003478169,1776.4,0.581315853,INDUCTION-4188-20201116-10_53_39
0.003518219,1780.4,0.583326631,INDUCTION-4188-20201116-10_53_39
0.003558039,1769.4,0.577796992,INDUCTION-4188-20201116-10_53_39
